machine_id,published,lifecycle_status,market,image_filename,image_alt_text,source_url,source_title,last_reviewed_date,notes,machine,manufacturer,country_of_manufacture,model_year,rated_hp,max_hp,max_hp_with_ipm,max_torque_nm,transmission,transmission_filter_tags,transmission_class,top_speed_filter,cylinders_filter,top_speed_kmh,wheelbase_mm,unladen_weight_kg,max_permissible_weight_40_kmh_kg,max_permissible_weight_50_kmh_kg,max_permissible_weight_60_kmh_kg,rated_hydraulic_flow_lpm,max_hydraulic_flow_lpm,max_scvs,rear_hitch_capacity_kg,front_hitch_capacity_kg,engine_capacity_l,number_of_cylinders,engine_manufacturer,cab_suspension,fuel_capacity_l,engine_stage_tier,adblue_tank_l,rear_pto_option,rear_pto_filter_tags
case-ih-steiger-525-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 525 Quadtrac,Case IH,USA,2025,525,578,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,6,43,3912,23358,30390 / 31751 (HDS),,,216 / 428,428,Up to 8 Rear,10092,,12.9,6,FPT,Mechanical,1779,Tier 2,,1000,1000
case-ih-steiger-555-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 555 Quadtrac,Case IH,USA,2025,555,614,,,"PowerDrive, CVTDrive",Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),43,6,43,3912,25038,30390 / 31751 (HDS),,,216 / 428,428,Up to 8 Rear,10092,,12.9,6,FPT,Mechanical,1779,Tier 2,,1000,1000
case-ih-steiger-595-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 595 Quadtrac,Case IH,USA,2025,595,656,,,PowerDrive,Full powershift,Powershift / Semi-powershift,43,6,43,3912,25764,30390 / 31751 (HDS),,,216 / 428,428,Up to 8 Rear,10092,,12.9,6,FPT,Mechanical,1779,Tier 2,,1000,1000
case-ih-steiger-645-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 645 Quadtrac,Case IH,USA,2025,645,699,,,PowerDrive,Full powershift,Powershift / Semi-powershift,43,6,43,3912,25764,30390 / 31751 (HDS),,,216 / 428,428,Up to 8 Rear,10092,,12.9,6,FPT,Mechanical,1779,Tier 2,,1000,1000
case-ih-steiger-715-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 715 Quadtrac,Case IH,USA,2025,715,778,,,PowerDrive,Full powershift,Powershift / Semi-powershift,43,6,43,3912,27760,32659,,,216 / 428,428,Up to 8 Rear,10092,,15.9,6,FPT,Mechanical,1968,Tier 2,,1000,1000
case-ih-steiger-785-quadtrac-2025-au,TRUE,,AU,,,,,,,Case IH Steiger 785 Quadtrac,Case IH,USA,2025,785,853,,,PowerDrive,Full powershift,Powershift / Semi-powershift,43,6,43,3912,27760,32659,,,216 / 428,428,Up to 8 Rear,10092,,15.9,6,FPT,Mechanical,1968,Tier 2,,1000,1000
massey-ferguson-5s-105-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 5S.105,Massey Ferguson,France,2025,105,105,,440,"Dyna-4, Dyna-6",Semi-powershift,Powershift / Semi-powershift,40,4,40,2550,5300,9500,,,58 / 100 / 110,110,4,,3000,4.4,4,AGCO Power,optional mechanical,200,Stage V,20,"540E, 540, 1000",540E|540|1000
massey-ferguson-5s-115-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 5S.115,Massey Ferguson,France,2025,115,115,,460,"Dyna-4, Dyna-6",Semi-powershift,Powershift / Semi-powershift,40,4,40,2550,5300,9500,,,58 / 100 / 110,110,4,,3000,4.4,4,AGCO Power,optional mechanical,200,Stage V,20,"540E, 540, 1000",540E|540|1000
massey-ferguson-5s-125-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 5S.125,Massey Ferguson,France,2025,125,125,,520,"Dyna-4, Dyna-6",Semi-powershift,Powershift / Semi-powershift,40,4,40,2550,5300,9500,,,58 / 100 / 110,110,4,,3000,4.4,4,AGCO Power,optional mechanical,200,Stage V,20,"540E, 540, 1000",540E|540|1000
massey-ferguson-5s-135-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 5S.135,Massey Ferguson,France,2025,135,135,,540,"Dyna-4, Dyna-6",Semi-powershift,Powershift / Semi-powershift,40,4,40,2550,5300,9500,,,58 / 100 / 110,110,4,,3000,4.4,4,AGCO Power,optional mechanical,200,Stage V,20,"540E, 540, 1000",540E|540|1000
massey-ferguson-5s-145-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 5S.145,Massey Ferguson,France,2025,145,145,,550,"Dyna-4, Dyna-6",Semi-powershift,Powershift / Semi-powershift,40,4,40,2550,5300,9500,,,58 / 100 / 110,110,4,,3000,4.4,4,AGCO Power,optional mechanical,200,Stage V,20,"540E, 540, 1000",540E|540|1000
massey-ferguson-6s-135-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 6S.135,Massey Ferguson,France,2025,135,135,150,650,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2670,6300,12500,12500,,110 / 150 / 190,190,5 + 2,,3200,4.9,4,AGCO Power,optional mechanical,280,Stage V,35,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-6s-145-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 6S.145,Massey Ferguson,France,2025,145,145,160,700,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2670,6300,12500,12500,,110 / 150 / 190,190,5 + 2,,3200,4.9,4,AGCO Power,optional mechanical,280,Stage V,35,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-6s-155-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 6S.155,Massey Ferguson,France,2025,155,155,175,750,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2670,6300,12500,12500,,110 / 150 / 190,190,5 + 2,,3200,4.9,4,AGCO Power,optional mechanical,280,Stage V,35,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-6s-165-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 6S.165,Massey Ferguson,France,2025,165,165,185,800,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2670,6300,12500,12500,,110 / 150 / 190,190,5 + 2,,3200,4.9,4,AGCO Power,optional mechanical,280,Stage V,35,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-6s-180-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 6S.180,Massey Ferguson,France,2025,180,180,200,840,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2670,6300,12500,12500,,110 / 150 / 190,190,5 + 2,,3200,4.9,4,AGCO Power,optional mechanical,280,Stage V,35,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-145-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.145,Massey Ferguson,France,2025,145,145,165,700,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2880,7000,12500,12500,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-155-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.155,Massey Ferguson,France,2025,155,155,175,750,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2880,7000,12500,12500,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-165-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.165,Massey Ferguson,France,2025,165,165,185,800,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2880,7000,12500,12500,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-180-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.180,Massey Ferguson,France,2025,180,180,210,860,"Dyna-6, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2880,7000,14000,14000,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-190-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.190,Massey Ferguson,France,2025,190,190,220,925,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2880,7000,14000,14000,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-7s-210-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 7S.210,Massey Ferguson,France,2025,210,210,220,925,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2880,7000,14000,14000,,110 / 150 / 190,190,5 + 2,,"3200, 4000",6.6,6,AGCO Power,optional mechanical,305,Tier 2,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-205-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.205 Xtra,Massey Ferguson,France,2025,205,205,225,950,"Dyna-7, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-225-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.225 Xtra,Massey Ferguson,France,2025,225,225,245,1000,"Dyna-7, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-245-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.245 Xtra,Massey Ferguson,France,2025,245,245,265,1100,"Dyna-7, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-265-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.265 Xtra,Massey Ferguson,France,2025,265,265,285,1200,"Dyna-7, Dyna-VT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-285-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.285 Xtra,Massey Ferguson,France,2025,285,285,305,1260,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-8s-305-xtra-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 8S.305 Xtra,Massey Ferguson,France,2025,305,305,305,1280,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3050,10000,16000,16000,,150 / 110 / 205 / 270,270,5 + 2,,4800,7.4,6,AGCO Power,"Active mechanical in base, optional mechanical","460, 500",Stage V,43,540E/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-285-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.285,Massey Ferguson,France,2025,285,285,315,1250,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-310-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.310,Massey Ferguson,France,2025,310,310,340,1300,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-340-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.340,Massey Ferguson,France,2025,340,340,370,1450,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-370-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.370,Massey Ferguson,France,2025,370,370,400,1600,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-400-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.400,Massey Ferguson,France,2025,400,400,420,1650,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
massey-ferguson-9s-425-2025-au,TRUE,,AU,,,,,,,Massey Ferguson 9S.425,Massey Ferguson,France,2025,425,425,,1750,Dyna-VT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3100,12000,18000,16000,,205 / 340,340,6 + 2,,5000,8.4,6,AGCO Power,Active mechanical in base,660,Stage V,68,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-614-vario-2025-au,TRUE,,AU,,,,,,,Fendt 614 Vario,Fendt,Germany,2025,149,149,164,793,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,4,50,2720,7620,13500,13500,,152 / 205,205,5 Rear + 3 Mid + 2 Front,,4418,5,4,AGCO Power,Standard / Optional pneumatic,347,Stage V,36,"540E, 540, 1000, 1000E",540E|540|1000E|1000
fendt-616-vario-2025-au,TRUE,,AU,,,,,,,Fendt 616 Vario,Fendt,Germany,2025,169,169,184,861,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,4,50,2720,7620,13500,13500,,152 / 205,205,5 Rear + 3 Mid + 2 Front,,4418,5,4,AGCO Power,Standard / Optional pneumatic,347,Stage V,36,"540E, 540, 1000, 1000E",540E|540|1000E|1000
fendt-618-vario-2025-au,TRUE,,AU,,,,,,,Fendt 618 Vario,Fendt,Germany,2025,189,189,204,904,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,4,50,2720,7620,13500,13500,,152 / 205,205,5 Rear + 3 Mid + 2 Front,,4418,5,4,AGCO Power,Standard / Optional pneumatic,347,Stage V,36,"540E, 540, 1000, 1000E",540E|540|1000E|1000
fendt-620-vario-2025-au,TRUE,,AU,,,,,,,Fendt 620 Vario,Fendt,Germany,2025,209,209,224,950,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,4,50,2720,7740,13500,13500,,152 / 205,205,5 Rear + 3 Mid + 2 Front,,4418,5,4,AGCO Power,Standard / Optional pneumatic,347,Stage V,36,"540E, 540, 1000, 1000E",540E|540|1000E|1000
fendt-720-vario-gen7-2025-au,TRUE,,AU,,,,,,,Fendt 720 Vario Gen7,Fendt,Germany,2025,203,203,203,1090,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2900,8350,15000,15000,15000,165 / 220,220,5 Rear + 3 Mid + 2 Front,,,7.5,6,AGCO Power,Pneumatic / Comfort pneumatic,450 / 484,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
fendt-722-vario-gen7-2025-au,TRUE,,AU,,,,,,,Fendt 722 Vario Gen7,Fendt,Germany,2025,223,223,223,1150,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2900,8350,15000,15000,15000,165 / 220,220,5 Rear + 3 Mid + 2 Front,,,7.5,6,AGCO Power,Pneumatic / Comfort pneumatic,450 / 484,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
fendt-724-vario-gen7-2025-au,TRUE,,AU,,,,,,,Fendt 724 Vario Gen7,Fendt,Germany,2025,243,243,243,1220,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2900,8350,15000,15000,15000,165 / 220,220,5 Rear + 3 Mid + 2 Front,,,7.5,6,AGCO Power,Pneumatic / Comfort pneumatic,450 / 484,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
fendt-726-vario-gen7-2025-au,TRUE,,AU,,,,,,,Fendt 726 Vario Gen7,Fendt,Germany,2025,262,262,262,1318,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,2900,8750,15000,15000,15000,165 / 220,220,5 Rear + 3 Mid + 2 Front,,,7.5,6,AGCO Power,Pneumatic / Comfort pneumatic,450 / 484,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
fendt-728-vario-gen7-2025-au,TRUE,,AU,,,,,,,Fendt 728 Vario Gen7,Fendt,Germany,2025,283,283,303,1450,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,2900,8750,15000,15000,15000,165 / 220,220,5 Rear + 3 Mid + 2 Front,,,7.5,6,AGCO Power,Pneumatic / Comfort pneumatic,450 / 484,Stage V,48,540/540E/1000/1000E,540E|540|1000E|1000
fendt-826-vario-gen5-2025-au,TRUE,,AU,,,,,,,Fendt 826 Vario Gen5,Fendt,Germany,2025,260,260,283,1450,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3020,9900,17500,17500,16000,165 / 220 or 165 + 220,220,6 Rear + 0 Mid + 2 Front,7780,,8,6,AGCO Power,Pneumatic,540,Stage V,65,540/540E/1000/1000E,540E|540|1000E|1000
fendt-829-vario-gen5-2025-au,TRUE,,AU,,,,,,,Fendt 829 Vario Gen5,Fendt,Germany,2025,290,290,313,1550,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3020,9900,17500,17500,16000,165 / 220 or 165 + 220,220,6 Rear + 0 Mid + 2 Front,7780,,8,6,AGCO Power,Pneumatic,540,Stage V,65,540/540E/1000/1000E,540E|540|1000E|1000
fendt-832-vario-gen5-2025-au,TRUE,,AU,,,,,,,Fendt 832 Vario Gen5,Fendt,Germany,2025,320,320,343,1680,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3020,9900,17500,17500,16000,165 / 220 or 165 + 220,220,6 Rear + 0 Mid + 2 Front,7780,,8,6,AGCO Power,Pneumatic,540,Stage V,65,540/540E/1000/1000E,540E|540|1000E|1000
fendt-930-vario-2025-au,TRUE,,AU,,,,,,,Fendt 930 Vario,Fendt,Germany,2025,296,296,,1550,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3150,11300,20000,19000,17000,165 / 220 or 220 + 210,220,6 Rear + 0 Mid + 2 Front,,,9,6,MAN,Pneumatic,625,Stage V,70,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-933-vario-2025-au,TRUE,,AU,,,,,,,Fendt 933 Vario,Fendt,Germany,2025,326,326,,1650,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3150,11300,20000,19000,17000,166 / 220 or 220 + 210,220,6 Rear + 0 Mid + 2 Front,,,9,6,MAN,Pneumatic,625,Stage V,70,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-936-vario-2025-au,TRUE,,AU,,,,,,,Fendt 936 Vario,Fendt,Germany,2025,355,355,,1750,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3150,11400,20000,19000,17000,167 / 220 or 220 + 210,220,6 Rear + 0 Mid + 2 Front,,,9,6,MAN,Pneumatic,625,Stage V,70,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-939-vario-2025-au,TRUE,,AU,,,,,,,Fendt 939 Vario,Fendt,Germany,2025,385,385,,1850,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3150,11400,20000,19000,17000,168 / 220 or 220 + 210,220,6 Rear + 0 Mid + 2 Front,,,9,6,MAN,Pneumatic,625,Stage V,70,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-942-vario-2025-au,TRUE,,AU,,,,,,,Fendt 942 Vario,Fendt,Germany,2025,415,415,,1970,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3150,11780,20000,19000,17000,169 / 220 or 220 + 210,220,6 Rear + 0 Mid + 2 Front,,,9,6,MAN,Pneumatic,625,Stage V,70,540E/1000 or 1000/1000E,540E|540|1000E|1000
fendt-1040-vario-gen4-2025-au,TRUE,,AU,,,,,,,Fendt 1040 Vario Gen4,Fendt,Germany,2025,400,400,426,2090,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3300,14000,21000,21000,18000,220 / 430,430,6 Rear + 0 Mid + 1 Front,9979,5688,12.4,6,MAN,Pneumatic,740,Stage V,79,1000/1000E,1000E|1000
fendt-1044-vario-gen4-2025-au,TRUE,,AU,,,,,,,Fendt 1044 Vario Gen4,Fendt,Germany,2025,440,440,466,2280,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3300,14000,21000,21000,18000,220 / 430,430,6 Rear + 0 Mid + 1 Front,9979,5688,12.4,6,MAN,Pneumatic,740,Stage V,79,1000/1000E,1000E|1000
fendt-1048-vario-gen4-2025-au,TRUE,,AU,,,,,,,Fendt 1048 Vario Gen4,Fendt,Germany,2025,480,480,507,2470,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3300,14000,21000,21000,18000,220 / 430,430,6 Rear + 0 Mid + 1 Front,9979,5688,12.4,6,MAN,Pneumatic,740,Stage V,79,1000/1000E,1000E|1000
fendt-1052-vario-gen4-2025-au,TRUE,,AU,,,,,,,Fendt 1052 Vario Gen4,Fendt,Germany,2025,520,520,550,2650,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3300,14000,21000,21000,18000,220 / 430,430,6 Rear + 0 Mid + 1 Front,9979,5688,12.4,6,MAN,Pneumatic,740,Stage V,79,1000/1000E,1000E|1000
fendt-1151-vario-mt-2025-au,TRUE,,AU,,,,,,,Fendt 1151 Vario MT,Fendt,USA,2025,511,511,,2500,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3000,18805,27000,,,220 / 440,440,8 Rear,9072,,15.2,6,MAN,Standard / Optional cab suspension,1320,Stage V,135,"1000, 1000E",1000E|1000
fendt-1156-vario-mt-2025-au,TRUE,,AU,,,,,,,Fendt 1156 Vario MT,Fendt,USA,2025,564,564,,2700,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3000,18805,27000,,,220 / 440,440,8 Rear,9072,,15.2,6,MAN,Standard / Optional cab suspension,1320,Stage V,135,"1000, 1000E",1000E|1000
fendt-1162-vario-mt-2025-au,TRUE,,AU,,,,,,,Fendt 1162 Vario MT,Fendt,USA,2025,618,618,,2900,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3000,18805,27000,,,220 / 440,440,8 Rear,9072,,15.2,6,MAN,Standard / Optional cab suspension,1320,Stage V,135,"1000, 1000E",1000E|1000
fendt-1167-vario-mt-2025-au,TRUE,,AU,,,,,,,Fendt 1167 Vario MT,Fendt,USA,2025,673,673,,3100,VarioDrive CVT,CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3000,18805,27000,,,220 / 440,440,8 Rear,9072,,15.2,6,MAN,Standard / Optional cab suspension,1320,Stage V,135,"1000, 1000E",1000E|1000
new-holland-t5-100-dual-command-2025-au,TRUE,,AU,,,,,,,New Holland T5.100 Dual Command,New Holland,Italy,2025,101,101,,450,Dual Command™ Powershift,Full powershift,Powershift / Semi-powershift,40,4,40,2350,4100,7000,,,64 / 82,82,3 + 2,3334,1670,3.6,4,FPT Industrial,Optional Comfort Ride™,130,Stage V,,"540, 540E, 1000",540E|540|1000
new-holland-t5-120-dual-command-2025-au,TRUE,,AU,,,,,,,New Holland T5.120 Dual Command,New Holland,Italy,2025,117,117,,506,Dual Command™ Powershift,Full powershift,Powershift / Semi-powershift,40,4,40,2350,4100,7000,,,64 / 82,82,3 + 2,3667,1670,3.6,4,FPT Industrial,Optional Comfort Ride™,130,Stage V,,"540, 540E, 1000",540E|540|1000
new-holland-t5-120-auto-command-2025-au,TRUE,,AU,,,,,,,New Holland T5.120 Auto Command,New Holland,Italy,2025,110,120,,551,Auto Command™ continuously variable transmission (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,4,40,2490,5500,8800,,,110,110,4 + 3,4693,2250,4.5,4,FPT Industrial,Comfort Ride™ cab suspension,180,Stage V,19,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t5-140-auto-command-2025-au,TRUE,,AU,,,,,,,New Holland T5.140 Auto Command,New Holland,Italy,2025,130,140,,630,Auto Command™ continuously variable transmission (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,4,40,2490,5500,8800,,,110,110,4 + 3,4693,2250,4.5,4,FPT Industrial,Comfort Ride™ cab suspension,180,Stage V,19,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t6-145-2025-au,TRUE,,AU,,,,,,,New Holland T6.145,New Holland,UK,2025,116,125,145,590,"Dynamic Command™ 24x24, Auto Command™ CVT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2642,6000,10000,10000,,150,150,5 + 3,5254,3200,4.5,4,FPT Industrial,Comfort Ride™ cab suspension,197.5,Stage V,39.5,540/540E/1000,540E|540|1000
new-holland-t6-165-2025-au,TRUE,,AU,,,,,,,New Holland T6.165,New Holland,UK,2025,135,145,169,700,"Dynamic Command™ 24x24, Auto Command™ CVT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2642,6000,10000,10000,,150,150,5 + 3,5254,3200,4.5,4,FPT Industrial,Comfort Ride™ cab suspension,197.5,Stage V,39.5,540/540E/1000,540E|540|1000
new-holland-t6-180-2025-au,TRUE,,AU,,,,,,,New Holland T6.180,New Holland,UK,2025,145,158,175,738,"Dynamic Command™ 24x24, Auto Command™ CVT",Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2642,6000,10000,10000,,150,150,5 + 3,5254,3200,6.7,6,FPT Industrial,Comfort Ride™ cab suspension,197.5,Stage V,39.5,540/540E/1000,540E|540|1000
